DOBEC	OBEC	OKRES	PSC	DPOSTA	POSTA	KOD_OKR	KRAJ	
Mičakovce	Mičakovce	Svidník	087 01	Giraltovce	Giraltovce	712	PV	
Mierovo	Mierovo	Dunajská Streda	930 41	Kvetoslavov	Kvetoslavov	201	TA	
Miezgovce	Miezgovce	Bánovce nad Bebravou	957 01	Bánovce nad Bebravou 1	Bánovce nad Beb. 1	301	TC	
Miháľov	Miháľov	Bardejov	085 01	Bardejov 1	Bardejov 1	701	PV	
Michajlov	Michajlov	Snina	067 73	Ubľa	Ubľa	709	PV	
Michal na Ostrove	Michal na Ostrove	Dunajská Streda	930 35	Michal na Ostrove	Michal na Ostrove	201	TA	
Michal nad Žitavou	Michal nad Žitavou	Nové Zámky	941 62	Kmeťovo	Kmeťovo	404	NI	
Michaľany	Michaľany	Trebišov	076 14	Michaľany pri Trebišove	Michaľany pri Treb.	811	KI	
Michalková	Michalková	Zvolen	962 61	Dobrá Niva	Dobrá Niva	611	BC	
Michalok	Michalok	Vranov nad Topľou	094 23	Merník	Merník	713	PV	
Michalová	Michalová	Brezno	976 57	Michalová	Michalová	603	BC	
Michalovce	Michalovce	Michalovce	071 01	Michalovce 1	Michalovce 1	807	KI	
Miklušovce	Miklušovce	Prešov	082 44	Klenov pri Prešove	Klenov pri Prešove	707	PV	
Mikolčany	Mikolčany	Revúca	049 13	Hucín	Hucín	608	BC	
Miková	Miková	Stropkov	090 24	Miková	Miková	711	PV	
Mikšová	Mikšová	Bytča	014 01	Bytča 1	Bytča 1	501	ZI	
Mikula	Mikula	Levice	937 01	Želiezovce	Želiezovce	402	NI	
Mikulášov	Mikulášov	Senica	908 76	Lakšárska Nová Ves	Lakšárska Nová Ves	205	TA	
Mikulášov Sad	Mikulášov Sad	Komárno	946 34	Bátorove Kosihy	Bátorove Kosihy	401	NI	
Mikulášová	Mikulášová	Bardejov	086 36	Nižná Polianka	Nižná Polianka	701	PV	
Mikušovce	Mikušovce	Lučenec	984 01	Lučenec 1	Lučenec 1	606	BC	
Mikušovce	Mikušovce	Ilava	018 57	Mikušovce	Mikušovce	302	TC	
Milhosť	Milhosť	Košice-okolie	044 58	Seňa	Seňa	806	KI	
Milhostov	Milhostov	Trebišov	075 01	Trebišov 1	Trebišov 1	811	KI	
Milinovice	Milinovice	Dunajská Streda	929 01	Dunajská Streda 1	Dunajská Streda 1	201	TA	
Milochov	Milochov	Považská Bystrica	017 06	Považská Bystrica 6	Považská Bystrica 6	306	TC	
Miloslavov	Miloslavov	Senec	900 42	Dunajská Lužná	Dunajská Lužná	108	BL	
Milošová	Milošová	Čadca	022 01	Čadca 1	Čadca 1	502	ZI	
Milovaná	Milovaná	Michalovce	071 01	Michalovce 1	Michalovce 1	807	KI	
Milpoš	Milpoš	Sabinov	082 71	Lipany nad Torysou	Lipany nad Torysou	708	PV	
Miňovce	Miňovce	Stropkov	090 32	Miňovce	Miňovce	711	PV	
Mirkovce	Mirkovce	Prešov	082 06	Žehňa	Žehňa	707	PV	
Miroľa	Miroľa	Svidník	090 05	Krajná Poľana	Krajná Poľana	712	PV	
Miškech Dedinka	Miškech Dedinka	Nové Mesto n.Váhom	916 12	Lubina	Lubina	304	TC	
Mládzovo	Mládzovo	Poltár	985 02	Breznička	Breznička	607	BC	
Mláky	Mláky	Detva	985 45	Látky	Látky	604	BC	
Mliečany	Mliečany	Dunajská Streda	929 01	Dunajská Streda 1	Dunajská Streda 1	201	TA	
Mliečno	Mliečno	Dunajská Streda	931 01	Šamorín	Šamorín	201	TA	
Mlyňany	Mlyňany	Zlaté Moravce	951 76	Tesárske Mlyňany	Tesárske Mlyňany	407	NI	
Mlynárce	Mlynárce	Nitra	949 01	Nitra 1	Nitra 1	403	NI	
Mlynárovce	Mlynárovce	Svidník	090 16	Cernina	Cernina	712	PV	
Mlynčeky	Mlynčeky	Kežmarok	059 76	Mlynčeky	Mlynčeky	703	PV	
Mlynica	Mlynica	Poprad	059 91	Veľký Slavkov	Veľký Slavkov	706	PV	
Mlynky	Mlynky	Spišská Nová Ves	053 76	Mlynky	Mlynky	810	KI	
Mlynský Sek	Mlynský Sek	Nové Zámky	941 02	Lipová pri Nových Zámkoch	Lipová pri N.Zámkoch	404	NI	
Mníchova Lehota	Mníchova Lehota	Trenčín	913 21	Trenčianska Turná	Trenčianska Turná	309	TC	
Mníšany	Mníšany	Revúca	049 16	Jelšava	Jelšava	608	BC	
Mníšek nad Hnilcom	Mníšek nad Hnilcom	Gelnica	055 64	Mníšek nad Hnilcom	Mníšek nad Hnilcom	801	KI	
Mníšek nad Popradom	Mníšek nad Popradom	Stará Ľubovňa	065 22	Mníšek nad Popradom	Mníšek nad Popradom	710	PV	
Moča	Moča	Komárno	946 37	Moča	Moča	401	NI	
Močarany	Močarany	Michalovce	071 01	Michalovce 1	Michalovce 1	807	KI	
Močarmany	Močarmany	Prešov	082 53	Petrovany	Petrovany	707	PV	
Močenok	Močenok	Šaľa	951 31	Močenok	Močenok	405	NI	
Močiar	Močiar	Banská Štiavnica	969 82	Podhorie	Podhorie	602	BC	
Močiare	Močiare	Púchov	020 62	Horovce pri Púchove	Horovce pri Púchove	308	TC	
Močidlá	Močidlá	Sobrance	072 51	Krčava	Krčava	809	KI	
Močidľany	Močidľany	Sabinov	082 63	Jarovnice	Jarovnice	708	PV	
Modlatín	Modlatín	Považská Bystrica	018 03	Horná Mariková	Horná Mariková	306	TC	
Modra	Modra	Pezinok	900 01	Modra 1	Modra 1	107	BL	
Modra nad Cirochou	Modra nad Cirochou	Humenné	067 82	Dlhé nad Cirochou	Dlhé nad Cirochou	702	PV	
Modranka	Modranka	Trnava	917 05	Trnava 5	Trnava 5	207	TA	
Modrany	Modrany	Komárno	946 33	Modrany pri Hurbanove	Modrany pri Hurban.	401	NI	
Modrová	Modrová	Nové Mesto n.Váhom	916 35	Modrová	Modrová	304	TC	
Modrovka	Modrovka	Nové Mesto n.Váhom	916 35	Modrová	Modrová	304	TC	
Modrý Kameň	Modrý Kameň	Veľký Krtíš	992 01	Modrý Kameň	Modrý Kameň	610	BC	
Mochovce elektráreň	Mochovce - elektráreň	Levice	935 39	Mochovce	Mochovce	402	NI	
Mojín	Mojín	Rimavská Sobota	979 01	Rimavská Sobota 1	Rimavská Sobota 1	609	BC	
Mojmírovce	Mojmírovce	Nitra	951 15	Mojmírovce	Mojmírovce	403	NI	
Mojš	Mojš	Žilina	010 01	Žilina 1	Žilina 1	511	ZI	
Mojšová Lúčka	Mojšová Lúčka	Žilina	010 01	Žilina 1	Žilina 1	511	ZI	
Mojtín	Mojtín	Púchov	020 72	Mojtín	Mojtín	308	TC	
Mojzesovo	Mojzesovo	Nové Zámky	941 04	Mojzesovo	Mojzesovo	404	NI	
Mokrá Lúka	Mokrá Lúka	Revúca	050 01	Revúca 1	Revúca 1	608	BC	
Mokraď	Mokraď	Dolný Kubín	026 01	Dolný Kubín 1	Dolný Kubín 1	503	ZI	
Mokrance	Mokrance	Košice-okolie	045 01	Moldava nad Bodvou	Moldava nad Bodvou	806	KI	
Mokroluh	Mokroluh	Bardejov	086 01	Rokytov	Rokytov	701	PV	
Mokrý Háj	Mokrý Háj	Skalica	908 65	Mokrý Háj	Mokrý Háj	206	TA	
Moldava nad Bodvou	Moldava nad Bodvou	Košice-okolie	045 01	Moldava nad Bodvou	Moldava nad Bodvou	806	KI	
Moravany	Moravany	Michalovce	072 03	Rakovec nad Ondavou	Rakovec nad Ondavou	807	KI	
Moravany nad Váhom	Moravany nad Váhom	Piešťany	922 21	Moravany nad Váhom	Moravany nad Váhom	204	TA	
Moravské Kračany	Moravské Kračany	Dunajská Streda	930 03	Kráľovičove Kračany	Kráľovičove Kračany	201	TA	
Moravské Lieskové	Moravské Lieskové	Nové Mesto n.Váhom	916 42	Moravské Lieskové	Moravské Lieskové	304	TC	
Moravský Svätý Ján	Moravský Svätý Ján	Senica	908 71	Moravský Svätý Ján	Moravský Svätý Ján	205	TA	
Morovno	Morovno	Prievidza	972 31	Ráztočno	Ráztočno	307	TC	
Most pri Bratislave	Most pri Bratislave	Senec	900 46	Most pri Bratislave	Most pri Bratislave	108	BL	
Mostište	Mostište	Púchov	020 51	Dohňany	Dohňany	308	TC	
Mostová	Mostová	Galanta	925 07	Mostová	Mostová	202	TA	
Moškovec	Moškovec	Turčianske Teplice	038 44	Jazernica	Jazernica	509	ZI	
Mošovce	Mošovce	Turčianske Teplice	038 21	Mošovce	Mošovce	509	ZI	
Mošovce	Mošovce	Nové Mesto n.Váhom	916 26	Považany	Považany	304	TC	
Moštenica	Moštenica	Banská Bystrica	976 13	Slovenská Ľupča	Slovenská Ľupča	601	BC	
Mošurov	Mošurov	Prešov	082 67	Terňa	Terňa	707	PV	
Motešice	Motešice	Trenčín	913 26	Motešice	Motešice	309	TC	
Motyčky	Motyčky	Banská Bystrica	976 02	Staré Hory	Staré Hory	601	BC	
Môlča	Môlča	Banská Bystrica	974 01	Banská Bystrica 1	Banská Bystrica 1	601	BC	
Môťová	Môťová	Zvolen	960 01	Zvolen 1	Zvolen 1	611	BC	
Mrázovce	Mrázovce	Stropkov	090 34	Tokajík	Tokajík	711	PV	
Mrzáčka	Mrzáčka	Námestovo	029 57	Oravská Lesná	Oravská Lesná	507	ZI	
Mučín	Mučín	Lučenec	985 31	Rapovce	Rapovce	606	BC	
Mudroňovo	Mudroňovo	Komárno	946 32	Marcelová	Marcelová	401	NI	
Mudrovce	Mudrovce	Košice-okolie	044 47	Kecerovce	Kecerovce	806	KI	
Muľa	Muľa	Veľký Krtíš	991 22	Bušince	Bušince	610	BC	
Muľka	Muľka	Lučenec	985 31	Rapovce	Rapovce	606	BC	
Muráň	Muráň	Revúca	049 01	Muráň 1	Muráň 1	608	BC	
Muránska Dlhá Lúka	Muránska Dlhá Lúka	Revúca	050 01	Revúca 1	Revúca 1	608	BC	
Muránska Huta	Muránska Huta	Revúca	049 01	Muráň 1	Muráň 1	608	BC	
Muránska Lehota	Muránska Lehota	Revúca	049 01	Muráň 1	Muráň 1	608	BC	
Muránska Zdychava	Muránska Zdychava	Revúca	050 01	Revúca 1	Revúca 1	608	BC	
Mútňanská Píla	Mútňanská Píla	Námestovo	029 63	Mútne	Mútne	507	ZI	
Mútne	Mútne	Námestovo	029 63	Mútne	Mútne	507	ZI	
Mužla	Mužla	Nové Zámky	943 52	Mužla	Mužla	404	NI	
Myjava	Myjava	Myjava			Pozri zoz.ulíc s PSČ	303	TC	
Myslenice	Myslenice	Pezinok	902 03	Pezinok 1	Pezinok 1	107	BL	
Myslina	Myslina	Humenné	066 01	Humenné 1	Humenné 1	702	PV	
Mýtna	Mýtna	Lučenec	985 53	Mýtna	Mýtna	606	BC	
Mýtna Nová Ves	Mýtna Nová Ves	Topoľčany	956 11	Ludanice	Ludanice	406	NI	
Mýtne Ludany	Mýtne Ludany	Levice	935 56	Mýtne Ludany	Mýtne Ludany	402	NI	
Mýto pod Ďumbierom	Mýto pod Ďumbierom	Brezno	976 44	Mýto pod Ďumbierom	Mýto pod Ďumbierom	603	BC	
Nacina Ves	Nacina Ves	Michalovce	072 21	Nacina Ves	Nacina Ves	807	KI	
Nadabula	Nadabula	Rožňava	048 01	Rožňava 1	Rožňava 1	808	KI	
Nadlice	Nadlice	Partizánske	956 32	Nadlice	Nadlice	305	TC	
Ňagov	Ňagov	Medzilaborce	068 01	Medzilaborce	Medzilaborce	705	PV	
Naháč	Naháč	Trnava	919 65	Dolná Krupá	Dolná Krupá	207	TA	
Nálepkovo	Nálepkovo	Gelnica	053 33	Nálepkovo	Nálepkovo	801	KI	
Námestovo	Námestovo	Námestovo	029 01	Námestovo 1	Námestovo 1	507	ZI	
Nána	Nána	Nové Zámky	943 60	Nána	Nána	404	NI	
Nandraž	Nandraž	Revúca	049 61	Rákoš	Rákoš	608	BC	
Ňárad	Ňárad	Dunajská Streda	930 06	Sap	Sap	201	TA	
Návojovce	Návojovce	Partizánske	958 04	Partizánske 1	Partizánske 1	305	TC	
Nebojsa	Nebojsa	Galanta	924 01	Galanta 1	Galanta 1	202	TA	
Necpaly	Necpaly	Martin	038 12	Necpaly	Necpaly	506	ZI	
Nedanovce	Nedanovce	Partizánske	958 43	Krásno pri Topoľčanoch	Krásno pri Topoľ.	305	TC	
Nedašovce	Nedašovce	Bánovce nad Bebravou	956 35	Nedašovce pri Topoľčanoch	Nedašovce pri Top.	301	TC	
Neded	Neded	Šaľa	925 85	Neded	Neded	405	NI	
Nededza	Nededza	Žilina	013 02	Gbeľany pri Žiline	Gbeľany pri Žiline	511	ZI	
Nedelište	Nedelište	Lučenec	985 13	Ábelová	Ábelová	606	BC	
Nedožery	Nedožery	Prievidza	972 12	Nedožery	Nedožery	307	TC	
Nedožery - Brezany	Nedožery - Brezany	Prievidza	972 12	Nedožery	Nedožery	307	TC	
Nechválova Polianka	Nechválova Polianka	Humenné	067 33	Papín	Papín	702	PV	
Nekyje na Ostrove	Nekyje na Ostrove	Dunajská Streda	930 25	Vrakúň	Vrakúň	201	TA	
Nemce	Nemce	Banská Bystrica	974 01	Banská Bystrica 1	Banská Bystrica 1	601	BC	
Nemcovce	Nemcovce	Prešov	082 12	Kapušany pri Prešove	Kapušany pri Prešove	707	PV	
Nemcovce	Nemcovce	Bardejov	086 12	Kurima	Kurima	701	PV	
Nemčice	Nemčice	Topoľčany	955 01	Topoľčany 1	Topoľčany 1	406	NI	
Nemčiňany	Nemčiňany	Zlaté Moravce	951 81	Nemčiňany	Nemčiňany	407	NI	
Nemecká	Nemecká	Brezno	976 97	Nemecká nad Hronom	Nemecká nad Hronom	603	BC	
Nemečky	Nemečky	Topoľčany	956 22	Prašice	Prašice	406	NI	
Nemešany	Nemešany	Levoča	053 02	Spišský Hrhov	Spišský Hrhov	704	PV	
Nemšová	Nemšová	Trenčín	914 41	Nemšová	Nemšová	309	TC	
Nenince	Nenince	Veľký Krtíš	991 26	Nenince	Nenince	610	BC	
Neporadza	Neporadza	Trenčín	913 26	Motešice	Motešice	309	TC	
Neporadza	Neporadza	Rimavská Sobota	980 45	Štrkovec	Štrkovec	609	BC	
Neresnica	Neresnica	Zvolen	960 01	Zvolen 1	Zvolen 1	611	BC	
Nesluša	Nesluša	Kysucké Nové Mesto	023 41	Nesluša	Nesluša	504	ZI	
Nesvady	Nesvady	Komárno	946 51	Nesvady	Nesvady	401	NI	
Neverice	Neverice	Zlaté Moravce	951 72	Neverice	Neverice	407	NI	
Nevidzany	Nevidzany	Prievidza	972 27	Liešťany	Liešťany	307	TC	
Nevidzany	Nevidzany	Zlaté Moravce	951 62	Nevidzany	Nevidzany	407	NI	
Nevoľné	Nevoľné	Žiar nad Hronom	967 01	Kremnica 1	Kremnica 1	613	BC	
Nezbudská Lúčka	Nezbudská Lúčka	Žilina	013 24	Strečno	Strečno	511	ZI	
Niereše	Niereše	Prešov	082 06	Žehňa	Žehňa	707	PV	
Nimnica	Nimnica	Púchov	020 71	Nimnica	Nimnica	308	TC	
Nitra	Nitra	Nitra			Pozri zoz.ulíc s PSČ	403	NI	
Nitra - Staré Mesto	Nitra - Staré Mesto	Nitra	949 01	Nitra 1	Nitra 1	403	NI	
Nitra nad Ipľom	Nitra nad Ipľom	Lučenec	985 57	Holiša	Holiša	606	BC	
Nitrianska Blatnica	Nitrianska Blatnica	Topoľčany	956 05	Radošina	Radošina	406	NI	
Nitrianska Streda	Nitrianska Streda	Topoľčany	956 16	Nitrianska Streda	Nitrianska Streda	406	NI	
Nitrianske Hrnčiarovce	Nitrian.Hrnčiarovce	Nitra	951 01	Nitrianske Hrnčiarovce	Nitrian.Hrnčiarovce	403	NI	
Nitrianske Pravno	Nitrianske Pravno	Prievidza	972 13	Nitrianske Pravno	Nitrianske Pravno	307	TC	
Nitrianske Rudno	Nitrianske Rudno	Prievidza	972 26	Nitrianske Rudno	Nitrianske Rudno	307	TC	
Nitrianske Sučany	Nitrianske Sučany	Prievidza	972 21	Nitrianske Sučany	Nitrianske Sučany	307	TC	
Nitriansky Hrádok	Nitriansky Hrádok	Nové Zámky	942 01	Šurany 1	Šurany 1	404	NI	
Nitrica	Nitrica	Prievidza	972 22	Nitrica	Nitrica	307	TC	
Nixbrod	Nixbrod	Levice	934 01	Levice 1	Levice 1	402	NI	
Nižná	Nižná	Tvrdošín	027 43	Nižná nad Oravou	Nižná nad Oravou	510	ZI	
Nižná	Nižná	Piešťany	922 06	Nižná pri Piešťanoch	Nižná pri Piešťanoch	204	TA	
Nižná Boca	Nižná Boca	Liptovský Mikuláš	032 34	Malužiná	Malužiná	505	ZI	
Nižná Hutka	Nižná Hutka	Košice-okolie	040 18	Košice 18	Košice 18	806	KI	
Nižná Jablonka	Nižná Jablonka	Humenné	067 34	Nižná Jablonka	Nižná Jablonka	702	PV	
Nižná Jedľová	Nižná Jedľová	Svidník	089 01	Svidník	Svidník	712	PV	
Nižná Kaloša	Nižná Kaloša	Rimavská Sobota	982 52	Nižná Kaloša	Nižná Kaloša	609	BC	
Nižná Kamenica	Nižná Kamenica	Košice-okolie	044 45	Bidovce	Bidovce	806	KI	
Nižná Korňa	Nižná Korňa	Čadca	023 21	Korňa	Korňa	502	ZI	
Nižná Myšľa	Nižná Myšľa	Košice-okolie	044 15	Nižná Myšľa	Nižná Myšľa	806	KI	
Nižná Olšava	Nižná Olšava	Stropkov	090 32	Miňovce	Miňovce	711	PV	
Nižná Pisaná	Nižná Pisaná	Svidník	090 01	Kapišová	Kapišová	712	PV	
Nižná Pokoradz	Nižná Pokoradz	Rimavská Sobota	979 01	Rimavská Sobota 1	Rimavská Sobota 1	609	BC	
Nižná Polianka	Nižná Polianka	Bardejov	086 36	Nižná Polianka	Nižná Polianka	701	PV	
Nižná Revúca	Nižná Revúca	Ružomberok	034 74	Liptovské Revúce	Liptovské Revúce	508	ZI	
Nižná Rybnica	Nižná Rybnica	Sobrance	073 01	Sobrance	Sobrance	809	KI	
Nižná Sitnica	Nižná Sitnica	Humenné	094 07	Nižná Sitnica	Nižná Sitnica	702	PV	
Nižná Slaná	Nižná Slaná	Rožňava	049 23	Nižná Slaná	Nižná Slaná	808	KI	
Nižná Šebastová	Nižná Šebastová	Prešov	080 06	Prešov 6	Prešov 6	707	PV	
Nižná Šuňava	Nižná Šuňava	Poprad	059 39	Šuňava	Šuňava	706	PV	
Nižná Vladiča	Nižná Vladiča	Stropkov	090 23	Havaj	Havaj	711	PV	
Nižná Voľa	Nižná Voľa	Bardejov	086 21	Lukavica pri Bardejove	Lukavica pri Bardej.	701	PV	
Nižné Kamence	Nižné Kamence	Žilina	013 06	Terchová	Terchová	511	ZI	
Nižné Ladičkovce	Nižné Ladičkovce	Humenné	067 11	Ľubiša	Ľubiša	702	PV	
Nižné Matiašovce	Nižné Matiašovce	Liptovský Mikuláš	032 23	Liptovská Sielnica	Liptovská Sielnica	505	ZI	
Nižné Nemecké	Nižné Nemecké	Sobrance	072 52	Jenkovce	Jenkovce	809	KI	
Nižné Raslavice	Nižné Raslavice	Bardejov	086 41	Raslavice	Raslavice	701	PV	
Nižné Repaše	Nižné Repaše	Levoča	053 71	Vyšné Repaše	Vyšné Repaše	704	PV	
Nižné Ružbachy	Nižné Ružbachy	Stará Ľubovňa	065 02	Vyšné Ružbachy	Vyšné Ružbachy	710	PV	
Nižné Valice	Nižné Valice	Rimavská Sobota	982 52	Nižná Kaloša	Nižná Kaloša	609	BC	
Nižnoslanská Baňa	Nižnoslanská Baňa	Rožňava	049 23	Nižná Slaná	Nižná Slaná	808	KI	
Nižný Čaj	Nižný Čaj	Košice-okolie	044 16	Bohdanovce pri Košiciach	Bohdanovce pri Koš.	806	KI	
Nižný Hrabovec	Nižný Hrabovec	Vranov nad Topľou	094 21	Nižný Hrabovec	Nižný Hrabovec	713	PV	
Nižný Hrušov	Nižný Hrušov	Vranov nad Topľou	094 22	Nižný Hrušov	Nižný Hrušov	713	PV	
Nižný Kelčov	Nižný Kelčov	Čadca	023 55	Vysoká nad Kysucou	Vysoká nad Kysucou	502	ZI	
Nižný Klátov	Nižný Klátov	Košice-okolie	044 12	Nižný Klátov	Nižný Klátov	806	KI	
Nižný Komárnik	Nižný Komárnik	Svidník	090 05	Krajná Poľana	Krajná Poľana	712	PV	
Nižný Kručov	Nižný Kručov	Vranov nad Topľou	093 01	Vranov nad Topľou 1	Vranov nad Topľou 1	713	PV	
Nižný Lánec	Nižný Lánec	Košice-okolie	044 73	Buzica	Buzica	806	KI	
Nižný Medzev	Nižný Medzev	Košice-okolie	044 25	Medzev	Medzev	806	KI	
Nižný Mirošov	Nižný Mirošov	Svidník	090 11	Vyšný Orlík	Vyšný Orlík	712	PV	
Nižný Orlík	Nižný Orlík	Svidník	090 11	Vyšný Orlík	Vyšný Orlík	712	PV	
Nižný Skálnik	Nižný Skálnik	Rimavská Sobota	980 52	Hrachovo	Hrachovo	609	BC	
Nižný Slavkov	Nižný Slavkov	Sabinov	082 75	Nižný Slavkov	Nižný Slavkov	708	PV	
Nižný Sliač	Nižný Sliač	Ružomberok	034 84	Liptovské Sliače	Liptovské Sliače	508	ZI	
Nižný Tvarožec	Nižný Tvarožec	Bardejov	086 02	Gaboltov	Gaboltov	701	PV	
Nižný Žipov	Nižný Žipov	Trebišov	076 17	Nižný Žipov	Nižný Žipov	811	KI	
Nolčovo	Nolčovo	Martin	038 54	Krpeľany	Krpeľany	506	ZI	
Norovce	Norovce	Topoľčany	956 38	Šišov	Šišov	406	NI	
Nosice	Nosice	Púchov	020 01	Púchov 1	Púchov 1	308	TC	
Nová Baňa	Nová Baňa	Žarnovica	968 01	Nová Baňa	Nová Baňa	612	BC	
Nová Bašta	Nová Bašta	Rimavská Sobota	980 34	Nová Bašta	Nová Bašta	609	BC	
Nová Bošáca	Nová Bošáca	Nové Mesto n.Váhom	913 08	Nová Bošáca	Nová Bošáca	304	TC	
Nová Bystrica	Nová Bystrica	Čadca	023 05	Nová Bystrica pri Čadci	Nová Bystrica pri Č.	502	ZI	
Nová Dedina	Nová Dedina	Levice	935 25	Nová Dedina pri Leviciach	N.Dedina pri Levic.	402	NI	
Nová Dedinka	Nová Dedinka	Senec	900 29	Nová Dedinka	Nová Dedinka	108	BL	
Nová Dubnica	Nová Dubnica	Ilava	018 51	Nová Dubnica	Nová Dubnica	302	TC	
Nová Kelča	Nová Kelča	Vranov nad Topľou	094 04	Nová Kelča	Nová Kelča	713	PV	
Nová Lehota	Nová Lehota	Prievidza	972 51	Handlová	Handlová	307	TC	
Nová Lehota	Nová Lehota	Nové Mesto n.Váhom	916 35	Modrová	Modrová	304	TC	
Nová Lesná	Nová Lesná	Poprad	059 86	Nová Lesná	Nová Lesná	706	PV	
Nová Lipnica	Nová Lipnica	Senec	900 42	Dunajská Lužná	Dunajská Lužná	108	BL	
Nová Ľubovňa	Nová Ľubovňa	Stará Ľubovňa	065 11	Nová Ľubovňa	Nová Ľubovňa	710	PV	
Nová Maša	Nová Maša	Brezno	976 69	Pohorelá	Pohorelá	603	BC	
Nová Osada	Nová Osada	Nové Zámky	943 42	Gbelce	Gbelce	404	NI	
Nová Osada	Nová Osada	Komárno	945 01	Komárno 1	Komárno 1	401	NI	
Nová Polhora	Nová Polhora	Košice-okolie	044 44	Kráľovce pri Košiciach	Kráľovce pri Koš.	806	KI	
Nová Polianka	Nová Polianka	Poprad	059 83	Nová Polianka	Nová Polianka	706	PV	
Nová Polianka	Nová Polianka	Svidník	089 01	Svidník	Svidník	712	PV	
Nová Sedlica	Nová Sedlica	Snina	067 68	Zboj	Zboj	709	PV	
Nová Stráž	Nová Stráž	Komárno	945 04	Komárno 4	Komárno 4	401	NI	
Nová Trstená	Nová Trstená	Komárno	947 03	Hurbanovo 3	Hurbanovo 3	401	NI	
Nová Ves	Nová Ves	Veľký Krtíš	991 05	Sklabiná	Sklabiná	610	BC	
Nová Ves nad Váhom	Nová Ves nad Váhom	Nové Mesto n.Váhom	916 31	Kočovce	Kočovce	304	TC	
Nová Ves nad Žitavou	Nová Ves nad Žitavou	Nitra	951 51	Nová Ves nad Žitavou	Nová Ves nad Žitavou	403	NI	
Nová Ves pri Dunaji	Nová Ves pri Dunaji	Senec	900 29	Nová Dedinka	Nová Dedinka	108	BL	
Nová Vieska	Nová Vieska	Nové Zámky	943 42	Gbelce	Gbelce	404	NI	
Nová Vieska pri Bodrogu	N.Vieska pri Bodrogu	Trebišov	076 35	Somotor	Somotor	811	KI	
Nováčany	Nováčany	Revúca	049 13	Hucín	Hucín	608	BC	
Nováčany	Nováčany	Košice-okolie	044 21	Šemša	Šemša	806	KI	
Nováky	Nováky	Prievidza	972 71	Nováky	Nováky	307	TC	
Nové Hony	Nové Hony	Lučenec	985 42	Veľké Dravce	Veľké Dravce	606	BC	
Nové Košariská	Nové Košariská	Senec	900 42	Dunajská Lužná	Dunajská Lužná	108	BL	
Nové Mesto nad Váhom	Nové Mesto nad Váhom	Nové Mesto n.Váhom	915 01	Nové Mesto nad Váhom	Nové Mesto nad Váhom	304	TC	
Nové Osady	Nové Osady	Galanta	925 22	Veľké Úľany	Veľké Úľany	202	TA	
Nové Sady	Nové Sady	Nitra	951 24	Nové Sady pri Nitre	Nové Sady pri Nitre	403	NI	
Nové Zámky	Nové Zámky	Nové Zámky	940 02	Nové Zámky 2	Nové Zámky 2	404	NI	
Novosad	Novosad	Trebišov	076 02	Novosad	Novosad	811	KI	
Novoť	Novoť	Námestovo	029 55	Novoť	Novoť	507	ZI	
Novotský Duľov	Novotský Duľov	Námestovo	029 63	Mútne	Mútne	507	ZI	
Novoveská Huta	Novoveská Huta	Spišská Nová Ves	053 31	Novoveská Huta	Novoveská Huta	810	KI	
Nový Diel	Nový Diel	Komárno	946 54	Bajč	Bajč	401	NI	
Nový Dvor	Nový Dvor	Levice	935 77	Vyškovce nad Ipľom	Vyškovce nad Ipľom	402	NI	
Nový Gúg	Nový Gúg	Nové Zámky	940 02	Nové Zámky 2	Nové Zámky 2	404	NI	
Nový Majer	Nový Majer	Trebišov	075 01	Trebišov 1	Trebišov 1	811	KI	
Nový Ruskov	Nový Ruskov	Trebišov	075 01	Trebišov 1	Trebišov 1	811	KI	
Nový Sad	Nový Sad	Lučenec	985 41	Šávoľ	Šávoľ	606	BC	
Nový Salaš	Nový Salaš	Košice-okolie	044 17	Slanec	Slanec	806	KI	
Nový Smokovec	Nový Smokovec	Poprad	062 01	Starý Smokovec	Starý Smokovec	706	PV	
Nový Svet	Nový Svet	Detva	985 45	Látky	Látky	604	BC	
Nový Svet	Nový Svet	Senec	903 01	Senec	Senec	108	BL	
Nový Tekov	Nový Tekov	Levice	935 33	Nový Tekov	Nový Tekov	402	NI	
Nový Život	Nový Život	Dunajská Streda	930 38	Nový Život	Nový Život	201	TA	
Nozdrovice	Nozdrovice	Ilava	018 64	Košeca	Košeca	302	TC	
Nýrovce	Nýrovce	Levice	935 67	Málaš	Málaš	402	NI	
Obeckov	Obeckov	Veľký Krtíš	991 05	Sklabiná	Sklabiná	610	BC	
Obid	Obid	Nové Zámky	943 04	Obid	Obid	404	NI	
Obišovce	Obišovce	Košice-okolie	044 81	Kysak	Kysak	806	KI	
Oblazov	Oblazov	Bytča	013 61	Kotešová	Kotešová	501	ZI	
Oborín	Oborín	Michalovce	076 75	Oborín	Oborín	807	KI	
Obručná	Obručná	Lučenec	985 58	Radzovce	Radzovce	606	BC	
Obručné	Obručné	Stará Ľubovňa	065 42	Čirč	Čirč	710	PV	
Obsolovce	Obsolovce	Topoľčany	956 08	Horné Obdokovce	Horné Obdokovce	406	NI	
Obyce	Obyce	Zlaté Moravce	951 95	Obyce	Obyce	407	NI	
Očkov	Očkov	Nové Mesto n.Váhom	916 22	Podolie	Podolie	304	TC	
Očová	Očová	Zvolen	962 23	Očová	Očová	611	BC	
